,2020_NI,2021_NI,2022_NI,2023_NI,2024_NI
FLWS,58998000.0,118652000.0,29610000.0,-44702000.0,
FLXS,-26844000.0,23048000.0,1853000.0,14778000.0,
FMAO,20095000.0,23495000.0,32515000.0,22787000.0,
FMBH,45270000.0,51490000.0,72952000.0,68935000.0,
FMC,552400000.0,739600000.0,736500000.0,1321500000.0,
FMNB,41876000.0,51844000.0,60597000.0,49932000.0,
FN,113479000.0,148341000.0,200380000.0,247913000.0,
FNB,286000000.0,405000000.0,439000000.0,485000000.0,
FNCB,15347000.0,21371000.0,20445000.0,12983000.0,
FND,194981000.0,283230000.0,298195000.0,245980000.0,
FNF,1427000000.0,2797000000.0,1294000000.0,517000000.0,
FNKO,3961000.0,43900000.0,-8035000.0,-154079000.0,
FNLC,27129000.0,36269000.0,38990000.0,29518000.0,
FNWB,10340000.0,15418000.0,15645000.0,2286000.0,
FOLD,-276852000.0,-250460000.0,-236568000.0,-151584000.0,
FONR,8240205.0,10207588.0,12440906.0,9375776.0,
FOR,60800000.0,110200000.0,178800000.0,166900000.0,
FORD,-1775281.0,523805.0,-1378251.0,-3736657.0,
FORM,78523000.0,83924000.0,50738000.0,82387000.0,
FORR,9990000.0,24844000.0,21806000.0,3050000.0,
FOSL,-96095000.0,25434000.0,-44157000.0,-157088000.0,
FOX,999000000.0,2150000000.0,1205000000.0,1239000000.0,
FOXA,999000000.0,2150000000.0,1205000000.0,1239000000.0,
FOXF,90674000.0,163818000.0,205278000.0,120846000.0,
FPI,7119000.0,9991000.0,11674000.0,30913000.0,
FR,195989000.0,270997000.0,359134000.0,274816000.0,
FRBA,19448000.0,35429000.0,36287000.0,20897000.0,
FRBK,5054000.0,25176000.0,,,
FRD,,11424475.0,14066000.0,21344000.0,
FRME,148600000.0,205531000.0,222089000.0,223786000.0,
FRPH,12715000.0,28215000.0,4565000.0,5302000.0,
FRPT,-3188000.0,-29699000.0,-59494000.0,-33614000.0,
FRT,131706000.0,261498000.0,385491000.0,236985000.0,
FSBW,39264000.0,37412000.0,29649000.0,36053000.0,
FSFG,33354000.0,29567000.0,15386000.0,8172000.0,
FSLR,398355000.0,468693000.0,-44166000.0,830777000.0,
FSLY,-95932000.0,-222697000.0,-190774000.0,-133088000.0,
FSP,32615000.0,92717000.0,1094000.0,-48110000.0,
FSS,96200000.0,100600000.0,120400000.0,157400000.0,
FSTR,7582000.0,3626000.0,-45564000.0,1464000.0,
FTDR,112000000.0,128000000.0,71000000.0,171000000.0,
FTEK,-4278000.0,54000.0,-1442000.0,-1538000.0,
FTI,-3287600000.0,13300000.0,-107200000.0,56200000.0,
FTK,-136450000.0,-30526000.0,-42305000.0,24713000.0,
FTNT,488500000.0,606800000.0,857300000.0,1147800000.0,
FTV,1613300000.0,608400000.0,755200000.0,865800000.0,
FUL,123719000.0,161393000.0,180313000.0,144906000.0,
FULT,178040000.0,275497000.0,286981000.0,284280000.0,
FUNC,13841000.0,19770000.0,25048000.0,15060000.0,
FUSB,2707000.0,4451000.0,6864000.0,8485000.0,
FWONA,-596000000.0,-190000000.0,558000000.0,185000000.0,
FWONK,-596000000.0,-190000000.0,558000000.0,185000000.0,
FWRD,23733000.0,105859000.0,193191000.0,167351000.0,
G,308276000.0,369448000.0,353404000.0,631255000.0,
GABC,62210000.0,84137000.0,81825000.0,85888000.0,
GAIA,519000.0,3731000.0,-3891000.0,-5802000.0,
GALT,-23465000.0,-30527000.0,-38776000.0,-41066000.0,
GATX,151300000.0,143100000.0,155900000.0,259200000.0,
GBCI,266400000.0,284757000.0,303202000.0,222927000.0,
GBLI,-21006000.0,29354000.0,-850000.0,25429000.0,
GBX,49000000.0,32400000.0,46900000.0,62500000.0,
GCBC,18727000.0,23942000.0,27986000.0,30785000.0,
GCI,-670479000.0,-134962000.0,-78002000.0,-27791000.0,
GCO,,-56429000.0,114850000.0,71915000.0,-16827000.0
GD,3167000000.0,3257000000.0,3390000000.0,3315000000.0,
GDDY,-495100000.0,242300000.0,352200000.0,1374800000.0,
GDEN,-136611000.0,161776000.0,82346000.0,255756000.0,
GDOT,23131000.0,47480000.0,64212000.0,6722000.0,
GE,5704000000.0,-6337000000.0,339000000.0,9481000000.0,
GEF,108800000.0,390700000.0,376700000.0,359200000.0,
GEN,,554000000.0,836000000.0,1349000000.0,
GENC,5531000.0,5805000.0,-372000.0,14666000.0,
GEO,113032000.0,77418000.0,171813000.0,107325000.0,
GEOS,-19242000.0,-14056000.0,-22856000.0,12206000.0,
GERN,-75617000.0,-116112000.0,-141901000.0,-184127000.0,
GES,,-81229000.0,171363000.0,149610000.0,198199000.0
GEVO,-40186000.0,-59203000.0,-98007000.0,-66215000.0,
GFF,53429000.0,79211000.0,-191558000.0,77617000.0,
GGG,330456000.0,439866000.0,460645000.0,506511000.0,
GH,-253783000.0,-405670000.0,-654588000.0,-479449000.0,
GHC,300365000.0,352075000.0,67079000.0,205288000.0,
GHM,,2374000.0,-8773000.0,367000.0,
GIFI,-27426000.0,-22168000.0,-3352000.0,-24402000.0,
GIII,,23545000.0,200593000.0,-133061000.0,176168000.0
GILD,123000000.0,6225000000.0,4592000000.0,5665000000.0,
GIS,2181200000.0,2339800000.0,2707300000.0,2593900000.0,
GKOS,-120348000.0,-49593000.0,-99195000.0,-134661000.0,
GLBZ,1668000.0,2516000.0,1745000.0,1429000.0,
GLDD,66103000.0,49432000.0,-34055000.0,13906000.0,
GLPI,505711000.0,534047000.0,684653000.0,734283000.0,
GLRE,3866000.0,17578000.0,25342000.0,86830000.0,
GLT,21298000.0,6937000.0,-194208000.0,-79053000.0,
GLW,512000000.0,1906000000.0,1316000000.0,581000000.0,
GLYC,-51026903.0,-63427437.0,-46688802.0,-36899420.0,
GM,6427000000.0,10019000000.0,9934000000.0,10127000000.0,
GME,,-215300000.0,-381300000.0,-313100000.0,6700000.0
GMED,102285000.0,149191000.0,190169000.0,122873000.0,
GMRE,-1925000.0,17622000.0,19142000.0,20612000.0,
GMS,,105560000.0,273442000.0,332991000.0,
GNE,13155000.0,29214000.0,87805000.0,19538000.0,
GNK,-225573000.0,182007000.0,158576000.0,-12870000.0,
GNL,10778000.0,11366000.0,12023000.0,-211910000.0,
GNRC,349329000.0,533392000.0,350267000.0,203089000.0,
GNTX,347563621.0,360797232.0,318757352.0,428403272.0,
GNTY,27402000.0,39806000.0,40447000.0,30037000.0,
GNW,178000000.0,850000000.0,916000000.0,76000000.0,
GOGO,-250036000.0,152735000.0,92059000.0,145678000.0,
GOLF,96006000.0,178873000.0,199278000.0,198429000.0,
GOOD,14938000.0,10935000.0,10805000.0,4985000.0,
GOOG,40269000000.0,76033000000.0,59972000000.0,73795000000.0,
GOOGL,40269000000.0,76033000000.0,59972000000.0,73795000000.0,
GORO,4359000.0,8028000.0,-6321000.0,-16017000.0,
GOSS,-243360000.0,-234004000.0,-229378000.0,-179817000.0,
GPC,-29102000.0,898790000.0,1182701000.0,1316524000.0,
GPI,286500000.0,552100000.0,751500000.0,601600000.0,
GPK,167000000.0,204000000.0,522000000.0,723000000.0,
GPMT,-40439000.0,68353000.0,-40825000.0,-63198000.0,
GPN,584520000.0,965460000.0,111493000.0,986233000.0,
GPOR,-1625133000.0,,494701000.0,1470916000.0,
GPRE,-108775000.0,-65992000.0,-127218000.0,-93384000.0,
GPRO,-66783000.0,371171000.0,28847000.0,-53183000.0,
GPS,,-665000000.0,256000000.0,-202000000.0,502000000.0
GRBK,113693000.0,190210000.0,291900000.0,284626000.0,
GRC,25188000.0,29851000.0,11195000.0,34951000.0,
GRMN,992324000.0,1082200000.0,973585000.0,1289636000.0,
GROW,-4684000.0,31961000.0,3440000.0,3149000.0,
GRPN,-287931000.0,118668000.0,-237609000.0,-55410000.0,
GRTS,-105314000.0,-75082000.0,-119687000.0,-138490000.0,
GS,9459000000.0,21635000000.0,11261000000.0,8516000000.0,
GSAT,-109639000.0,-112625000.0,-256915000.0,-24718000.0,
GSBC,59313000.0,74627000.0,75948000.0,67800000.0,
GSHD,9287000.0,5403000.0,565000.0,14140000.0,
GSIT,,-21505000.0,-16368000.0,-15977000.0,
GT,-1254000000.0,764000000.0,202000000.0,-689000000.0,
GTES,79400000.0,297100000.0,220800000.0,232900000.0,
GTHX,-99254000.0,-148352000.0,-147559000.0,-47967000.0,
GTIM,-13916000.0,16787000.0,-2641000.0,11086000.0,
GTLS,308100000.0,59100000.0,24000000.0,47300000.0,
GTN,410000000.0,90000000.0,455000000.0,-76000000.0,
GTX,80000000.0,495000000.0,390000000.0,261000000.0,
GTY,69388000.0,62860000.0,90043000.0,60151000.0,
GV,,2866857.0,9749.0,-3474512.0,
GVA,-145117000.0,10096000.0,83302000.0,43599000.0,
GVP,-10537000.0,10607000.0,-15343000.0,-8724000.0,
GWRE,-27198000.0,-66507000.0,-180431000.0,-111855000.0,
GWRS,1105000.0,3609000.0,5506000.0,7982000.0,
GWW,695000000.0,1043000000.0,1547000000.0,1829000000.0,
H,-703000000.0,-222000000.0,455000000.0,220000000.0,
HA,-510935000.0,-144773000.0,-240081000.0,-260494000.0,
HAE,,79469000.0,43375000.0,115401000.0,
HAFC,42196000.0,98677000.0,101394000.0,80041000.0,
HAIN,-80407000.0,77364000.0,77873000.0,-116537000.0,
HAL,-2945000000.0,1457000000.0,1572000000.0,2638000000.0,
HALL,-94351000.0,9004000.0,-108110000.0,,
HALO,129085000.0,402710000.0,202129000.0,281594000.0,
HAS,222500000.0,428700000.0,203500000.0,-1489300000.0,
HASI,82416000.0,126579000.0,41502000.0,148836000.0,
HAYN,-6478000.0,-8683000.0,45087000.0,41975000.0,
HBAN,817000000.0,1295000000.0,2238000000.0,1951000000.0,
HBB,46258000.0,21306000.0,25267000.0,25242000.0,
HBCP,24765000.0,48621000.0,34072000.0,40240000.0,
HBI,-75579000.0,77224000.0,-127204000.0,-17726000.0,
HBIO,-7810000.0,-288000.0,-9516000.0,-3415000.0,
HBNC,68499000.0,87091000.0,93408000.0,27981000.0,
HCA,3754000000.0,6956000000.0,5643000000.0,5242000000.0,
HCC,-35761000.0,150881000.0,641298000.0,478629000.0,
HCI,27580000.0,1856000.0,-58511000.0,79034000.0,
HCKT,5473000.0,41545000.0,40802000.0,34151000.0,
HCSG,98682000.0,48543000.0,34243000.0,38386000.0,
HD,,12866000000.0,16433000000.0,17105000000.0,15143000000.0
HDSN,-5208000.0,32259000.0,103801000.0,52247000.0,
HE,199714000.0,248056000.0,243028000.0,201128000.0,
HEAR,38746000.0,17721000.0,-59546000.0,-17679000.0,
HEES,-46396000.0,102540000.0,132170000.0,169293000.0,
HEI,313984000.0,304220000.0,351675000.0,403596000.0,
HELE,,253946000.0,223764000.0,143273000.0,168594000.0
HES,-3093000000.0,559000000.0,2096000000.0,1382000000.0,
HFBL,3850000.0,5365000.0,4873000.0,5704000.0,
HFWA,46570000.0,98035000.0,81875000.0,61755000.0,
HGV,-201000000.0,176000000.0,352000000.0,313000000.0,
HHS,-1694000.0,14971000.0,36776000.0,,
HI,-60100000.0,249900000.0,208900000.0,569700000.0,
HIBB,,74266000.0,174313000.0,128057000.0,103158000.0
HIFS,50771000.0,67458000.0,37519000.0,26371000.0,
HIG,1737000000.0,2371000000.0,1819000000.0,2504000000.0,
HII,696000000.0,544000000.0,579000000.0,681000000.0,
HIW,347402000.0,313277000.0,159058000.0,148715000.0,
HL,-9457000.0,35095000.0,-37348000.0,-84217000.0,
HLF,372600000.0,447200000.0,321300000.0,142200000.0,
HLI,,312771000.0,437751000.0,254223000.0,
HLIT,-29271000.0,13254000.0,28182000.0,83994000.0,
HLNE,,98022000.0,145986000.0,109120000.0,
HLT,-715000000.0,410000000.0,1255000000.0,1141000000.0,
HLX,22174000.0,-61538000.0,-87784000.0,-10838000.0,
HMN,133300000.0,170400000.0,19800000.0,45000000.0,
HMNF,10302000.0,13564000.0,8045000.0,6005000.0,
HMST,79990000.0,115422000.0,66540000.0,-27508000.0,
HNI,41900000.0,59800000.0,123900000.0,49200000.0,
HNRG,-6220000.0,-3754000.0,18105000.0,44793000.0,
HOFT,,-10426000.0,11718000.0,-4312000.0,9865000.0
HOG,1298000.0,650024000.0,741408000.0,706586000.0,
HOLX,1115200000.0,1871500000.0,1302000000.0,456000000.0,
HOMB,214448000.0,319021000.0,305262000.0,392929000.0,
HON,4779000000.0,5542000000.0,4966000000.0,5658000000.0,
HONE,44792000.0,58517000.0,45589000.0,16077000.0,
HOPE,111515000.0,204572000.0,218277000.0,133673000.0,
HOV,50928000.0,607817000.0,225490000.0,205891000.0,
HP,-494497000.0,-326150000.0,6953000.0,434100000.0,
HPE,-322000000.0,3427000000.0,868000000.0,2025000000.0,
HPP,2036000.0,10108000.0,-34971000.0,-173889000.0,
HPQ,2815000000.0,6541000000.0,3132000000.0,3263000000.0,
HQY,,8834000.0,-44289000.0,-26143000.0,55712000.0
HR,72195000.0,66659000.0,40897000.0,-278261000.0,
HRB,,583791000.0,553674000.0,553700000.0,
HRI,73700000.0,224000000.0,330000000.0,347000000.0,
HRL,908082000.0,908839000.0,999987000.0,793572000.0,
HROW,-3357000.0,-18007000.0,-14086000.0,-24411000.0,
HRTG,9326000.0,-74727000.0,-154363000.0,45307000.0,
HRTX,-227278000.0,-220683000.0,-182024000.0,-110559000.0,
HSIC,403794000.0,631000000.0,538000000.0,416000000.0,
HSII,-37707000.0,72572000.0,79486000.0,54410000.0,
HSON,-1243000.0,3227000.0,7129000.0,2198000.0,
HST,-732000000.0,-11000000.0,633000000.0,740000000.0,
HSTM,14091000.0,5845000.0,12091000.0,15213000.0,
HSY,1278708000.0,1477512000.0,1644817000.0,1861787000.0,
HTBI,22783000.0,15675000.0,35653000.0,44604000.0,
HTBK,35299000.0,47700000.0,66555000.0,64443000.0,
HTH,447836000.0,374495000.0,113134000.0,109646000.0,
HTLD,70806000.0,79277000.0,133584000.0,14775000.0,
HTLF,137938000.0,219923000.0,212180000.0,79920000.0,
HUBB,351200000.0,399500000.0,545900000.0,759800000.0,
HUBG,73559000.0,171474000.0,356948000.0,167528000.0,
HUBS,-85031000.0,-77837000.0,-112749000.0,-176295000.0,
HUM,3367000000.0,2933000000.0,2806000000.0,2489000000.0,
HUN,1034000000.0,1045000000.0,460000000.0,101000000.0,
HURC,-6247000.0,6764000.0,8226000.0,4389000.0,
HURN,-23840000.0,62987000.0,75552000.0,62479000.0,
HUSA,-4037074.0,-1021530.0,-744279.0,-3211277.0,
HVT,59148000.0,90803000.0,89358000.0,56319000.0,
HWBK,14293000.0,22517000.0,20751000.0,956000.0,
HWC,-45174000.0,463215000.0,524089000.0,392602000.0,
HWKN,,40980000.0,51542000.0,60041000.0,
HXL,31700000.0,16100000.0,126300000.0,105700000.0,
HY,37100000.0,-173000000.0,-74100000.0,125900000.0,
HZO,74634000.0,154979000.0,197989000.0,109282000.0,
IAC,269726000.0,597547000.0,-1170170000.0,265942000.0,
IART,133892000.0,169075000.0,180550000.0,67741000.0,
IBCP,56152000.0,62895000.0,63351000.0,59067000.0,
IBIO,-16439000.0,-23207000.0,-50391000.0,-65010000.0,
IBKR,195000000.0,308000000.0,380000000.0,600000000.0,
IBM,5590000000.0,5742000000.0,1640000000.0,7502000000.0,
IBOC,167319000.0,253922000.0,300232000.0,411768000.0,
IBP,97239000.0,118800000.0,223400000.0,243700000.0,
IBTX,201209000.0,224750000.0,196291000.0,43201000.0,
ICAD,-17610000.0,-11245000.0,-13656000.0,-4847000.0,
ICCC,-1022117.0,-78292.0,-2493805.0,,
ICD,-96638000.0,-66712000.0,-65321000.0,-37697000.0,
ICE,2089000000.0,4058000000.0,1446000000.0,2368000000.0,
ICFI,54959000.0,71132000.0,64243000.0,82612000.0,
ICHR,33279000.0,70899000.0,72804000.0,-42985000.0,
ICUI,86870000.0,103135000.0,-74286000.0,-29655000.0,
IDA,237417000.0,245550000.0,258982000.0,261195000.0,
IDCC,44801000.0,55295000.0,93693000.0,214069000.0,
IDN,-2484000.0,-7478000.0,-4159000.0,-1980000.0,
IDT,21430000.0,96475000.0,27028000.0,40492000.0,
IDXG,-26451000.0,-14943000.0,-21958000.0,802000.0,
IDXX,581776000.0,744845000.0,679089000.0,845042000.0,
IESC,41599000.0,66658000.0,34762000.0,108288000.0,
IEX,377800000.0,449400000.0,586900000.0,596100000.0,
IFF,365000000.0,268000000.0,-1868000000.0,-2565000000.0,
III,2755000.0,15529000.0,19726000.0,6154000.0,
IIIN,19009000.0,66610000.0,125011000.0,32415000.0,
IIIV,-419000.0,-4457000.0,-17102000.0,-811000.0,
IIPR,65730000.0,113990000.0,154386000.0,165588000.0,
ILMN,656000000.0,762000000.0,-4404000000.0,-1161000000.0,
ILPT,82071000.0,119682000.0,-226723000.0,-107989000.0,
IMKTA,178601433.0,249731458.0,272758928.0,210811959.0,
IMMR,5401000.0,12484000.0,30664000.0,33976000.0,
IMXI,33784000.0,46843000.0,57331000.0,59515000.0,
INBK,29453000.0,48114000.0,35541000.0,8417000.0,
INCY,-295697000.0,948581000.0,340660000.0,597599000.0,
INDB,121167000.0,120992000.0,263813000.0,239502000.0,
INFN,-206723000.0,-170778000.0,-76043000.0,,
INFU,17332000.0,1420000.0,18000.0,872000.0,
INGN,-5829000.0,-6333000.0,-83772000.0,-102449000.0,
INGR,348000000.0,117000000.0,492000000.0,643000000.0,
INN,-143339000.0,-65573000.0,1466000.0,-9489000.0,
INO,-166411157.0,-303658710.0,-279818065.0,-135117352.0,
INOD,617000.0,-1673000.0,-11935000.0,-908000.0,
INPX,-29229000.0,-69155000.0,-63394000.0,,
INSE,-56800000.0,-40600000.0,20600000.0,7600000.0,
INSG,-111215000.0,-48125000.0,-67969000.0,-46185000.0,
INSM,-294090000.0,-434654000.0,-481534000.0,-749567000.0,
INSP,-57203000.0,-42042000.0,-44881000.0,-21153000.0,
INSW,-5531000.0,-133492000.0,387891000.0,556446000.0,
INTC,20899000000.0,19868000000.0,8014000000.0,1689000000.0,
INTG,-3781000.0,10409000.0,-8723000.0,-6719000.0,
INTT,-895000.0,7283000.0,8461000.0,9342000.0,
INTU,1826000000.0,2062000000.0,2066000000.0,2384000000.0,
INUV,-7304569.0,-7600649.0,-13106539.0,-10389653.0,
INVA,224402000.0,265854000.0,213921000.0,179722000.0,
INVE,-5105000.0,1620000.0,-392000.0,-5489000.0,
INVH,196212000.0,261425000.0,383329000.0,519470000.0,
IONS,-444263000.0,-28597000.0,-269722000.0,-366286000.0,
IOR,4214000.0,3598000.0,3931000.0,7001000.0,
IOSP,28700000.0,93100000.0,133000000.0,139100000.0,
IOVA,-259581000.0,-342252000.0,-395893000.0,-444037000.0,
IP,482000000.0,1752000000.0,1504000000.0,288000000.0,
IPAR,38219000.0,87411000.0,120938000.0,152654000.0,
IPG,351100000.0,952800000.0,938000000.0,1098400000.0,
IPGP,159572000.0,278416000.0,109909000.0,218878000.0,
IPI,-27154000.0,249834000.0,72220000.0,-35673000.0,
IPWR,-7793897.0,-4770269.0,-7189350.0,,
IQV,279000000.0,966000000.0,1091000000.0,1358000000.0,
IR,-33300000.0,562500000.0,604700000.0,778700000.0,
IRBT,147068000.0,30390000.0,-286295000.0,-304710000.0,
IRDM,-56054000.0,-9319000.0,8722000.0,15415000.0,
IRIX,-6329000.0,-5225000.0,-7547000.0,-9570000.0,
IRM,342693000.0,450219000.0,556981000.0,184234000.0,
IRMD,1369001.0,9325471.0,12828487.0,17192776.0,
IROQ,4245000.0,5347000.0,5784000.0,4660000.0,
IRT,14768000.0,44589000.0,117249000.0,-17227000.0,
IRTC,-43830000.0,-101361000.0,-116155000.0,-123406000.0,
IRWD,106176000.0,528448000.0,175065000.0,-1002239000.0,
ISDR,2106000.0,3291000.0,1934000.0,766000.0,
ISRG,1060600000.0,1704600000.0,1322300000.0,1798000000.0,
ISSC,3269783.0,5064902.0,5523778.0,6027755.0,
ISTR,13889000.0,8000000.0,35709000.0,16678000.0,
IT,266745000.0,793560000.0,807799000.0,882466000.0,
ITCI,-227006000.0,-284126000.0,-256256000.0,-139674000.0,
ITGR,77258000.0,96808000.0,66377000.0,90650000.0,
ITI,,10134000.0,-7080000.0,-14855000.0,
ITIC,39420000.0,67020000.0,23903000.0,21686000.0,
ITRI,-57955000.0,-81255000.0,-9732000.0,96923000.0,
ITT,72500000.0,316300000.0,367000000.0,410500000.0,
ITW,2109000000.0,2694000000.0,3034000000.0,2957000000.0,
IVAC,1056000.0,26620000.0,-17075000.0,-12190000.0,
IVR,-1674352000.0,-90000000.0,-402924000.0,-15859000.0,
IVZ,761600000.0,1629800000.0,920700000.0,-96900000.0,
IZEA,-10508395.0,-3140621.0,-4469498.0,,
JACK,89764000.0,165755000.0,115781000.0,130826000.0,
JAGX,-33809000.0,-52595000.0,-47454000.0,,
JAKK,-14274000.0,-6008000.0,91413000.0,38406000.0,
JAZZ,238616000.0,-329668000.0,-224060000.0,414832000.0,
JBGS,-62303000.0,-79257000.0,85371000.0,-79978000.0,
JBHT,506035000.0,760806000.0,969351000.0,728287000.0,
JBL,54000000.0,696000000.0,996000000.0,818000000.0,
JBLU,-1354000000.0,-182000000.0,-362000000.0,-310000000.0,
JBSS,54110000.0,59741000.0,61787000.0,62857000.0,
JBT,108800000.0,119100000.0,137400000.0,582600000.0,
JCI,631000000.0,1637000000.0,1532000000.0,0,
JCTCF,2784525.0,3454953.0,1164123.0,-20626.0,
JEF,775239000.0,1674352000.0,785449000.0,277688000.0,
JELD,91586000.0,168822000.0,45727000.0,62445000.0,
JHG,130300000.0,620000000.0,372400000.0,392000000.0,
JILL,,-139404000.0,-28143000.0,42175000.0,36201000.0
JJSF,18305000.0,55607000.0,47235000.0,78906000.0,
JKHY,296668000.0,311469000.0,362916000.0,366646000.0,
JLL,402500000.0,961600000.0,654500000.0,225400000.0,
JNJ,14714000000.0,20878000000.0,17941000000.0,35153000000.0,
JNPR,257800000.0,252700000.0,471000000.0,310200000.0,
JOB,-14347000.0,6000.0,19599000.0,9418000.0,
JOE,45203000.0,74553000.0,70927000.0,77712000.0,
JOUT,55233000.0,83381000.0,44491000.0,19534000.0,
JPM,29131000000.0,48334000000.0,37676000000.0,49552000000.0,
JRVR,4824000.0,-172799000.0,30973000.0,-107684000.0,
JVA,-94301.0,1255354.0,-3744785.0,-835576.0,
JWN,,-690000000.0,178000000.0,245000000.0,134000000.0
JYNT,13167314.0,7565047.0,626705.0,-9752197.0,
K,1251000000.0,1488000000.0,960000000.0,951000000.0,
KAI,55196000.0,84043000.0,120928000.0,116069000.0,
KALA,-104327000.0,-142605000.0,-44822000.0,-42199000.0,
KALU,28800000.0,-18500000.0,-29600000.0,47200000.0,
KALV,,-46244000.0,-82339000.0,-92907000.0,
KAMN,-69742000.0,43670000.0,-48573000.0,7947000.0,
KAR,500000.0,66500000.0,241200000.0,-154100000.0,
KBH,296243000.0,564746000.0,816666000.0,590177000.0,
KBR,-72000000.0,27000000.0,190000000.0,-265000000.0,
KDP,1325000000.0,2146000000.0,1436000000.0,2181000000.0,
KE,18196000.0,56791000.0,31253000.0,55831000.0,
KELYA,-72000000.0,156100000.0,-62500000.0,36400000.0,
KEQU,,-3672000.0,-6126000.0,738000.0,
KEX,-272546000.0,-246954000.0,122291000.0,222935000.0,
KEY,1343000000.0,2625000000.0,1917000000.0,967000000.0,
KEYS,627000000.0,894000000.0,1124000000.0,1057000000.0,
KFFB,-12547000.0,1820000.0,1590000.0,933000.0,
KFRC,56039000.0,75177000.0,75431000.0,61075000.0,
KFY,,114454000.0,326360000.0,209529000.0,
KHC,356000000.0,1012000000.0,2363000000.0,2855000000.0,
KIDS,-32944000.0,-16260000.0,1258000.0,-20974000.0,
KIM,1000833000.0,844059000.0,125976000.0,654273000.0,
KINS,972390.0,-7378301.0,-22524794.0,,
KIRK,,16639000.0,22026000.0,-44694000.0,-27751000.0
KKR,2002509000.0,4732406000.0,-521664000.0,3732261000.0,
KLAC,1216785000.0,2078292000.0,3321807000.0,3387277000.0,
KLIC,52300000.0,367161000.0,433545000.0,57148000.0,
KLXE,,-332200000.0,-3100000.0,19200000.0,
KMB,2352000000.0,1814000000.0,1934000000.0,1764000000.0,
KMI,119000000.0,1784000000.0,2548000000.0,2391000000.0,
KMPR,409900000.0,-123700000.0,-286600000.0,-272100000.0,
KMT,-5661000.0,54434000.0,144623000.0,118459000.0,
KMX,,746919000.0,1151297000.0,484762000.0,479204000.0
KN,6600000.0,150400000.0,-430100000.0,72400000.0,
KNSA,-161381000.0,-157924000.0,183363000.0,14084000.0,
KNSL,88419000.0,152659000.0,159114000.0,308093000.0,
KNX,410002000.0,743388000.0,771325000.0,217149000.0,
KO,7747000000.0,9771000000.0,9542000000.0,10714000000.0,
KOD,-133096000.0,-266990000.0,-333823000.0,-260491000.0,
KODK,-541000000.0,24000000.0,26000000.0,75000000.0,
KOP,122000000.0,85200000.0,63400000.0,89200000.0,
KOPN,-4411112.0,-13432873.0,-19325917.0,-19748219.0,
KOS,-411586000.0,-77836000.0,226551000.0,213520000.0,
KPTI,-196273000.0,-124088000.0,-165291000.0,-143099000.0,
KR,,2585000000.0,1655000000.0,2244000000.0,2164000000.0
KRC,187105000.0,628144000.0,232615000.0,212241000.0,
KREF,54397000.0,137183000.0,38103000.0,-30851000.0,
KRG,-16223000.0,-80806000.0,-12636000.0,47498000.0,
KRNY,44965000.0,63233000.0,67547000.0,40811000.0,
KRO,63900000.0,112900000.0,104500000.0,-49100000.0,
KRYS,-32167000.0,-69570000.0,-139975000.0,10932000.0,
KSS,,-163000000.0,938000000.0,-19000000.0,317000000.0
KTCC,4758000.0,4341000.0,3377000.0,5157000.0,
KTOS,79600000.0,-2000000.0,-36900000.0,-8900000.0,
KURA,-89625000.0,-130466000.0,-135840000.0,-152631000.0,
KVHI,-21940000.0,-9763000.0,24030000.0,-15422000.0,
KW,110100000.0,330400000.0,93700000.0,-303800000.0,
KWR,39658000.0,121369000.0,-15931000.0,112748000.0,
KZR,-41742000.0,-54630000.0,-68239000.0,-101870000.0,
L,-931000000.0,1562000000.0,822000000.0,1434000000.0,
LAD,470300000.0,1060100000.0,1251000000.0,1000800000.0,
LADR,-14445000.0,56522000.0,142217000.0,101125000.0,
LAKE,,35330000.0,11372000.0,1873000.0,5425000.0
LAMR,243386000.0,388090000.0,438647000.0,495763000.0,
LANC,136983000.0,142332000.0,89586000.0,111286000.0,
LAND,4926000.0,3495000.0,4708000.0,14565000.0,
LARK,19493000.0,18011000.0,9878000.0,12236000.0,
LASR,-20932000.0,-29669000.0,-54579000.0,-41670000.0,
LAUR,-613331000.0,192446000.0,69573000.0,107590000.0,
LAZ,402461000.0,528064000.0,357517000.0,-75479000.0,
LBAI,57518000.0,95041000.0,107369000.0,84740000.0,
LBC,39912000.0,87753000.0,80198000.0,,
LBRDA,398000000.0,732000000.0,1257000000.0,688000000.0,
LBRDK,398000000.0,732000000.0,1257000000.0,688000000.0,
LBRT,-115583000.0,-179244000.0,399602000.0,556317000.0,
LBTYA,-1628000000.0,13426800000.0,1473200000.0,-4051700000.0,
LBTYK,-1628000000.0,13426800000.0,1473200000.0,-4051700000.0,
LC,-187538000.0,18580000.0,289685000.0,38939000.0,
LCII,158440000.0,287739000.0,394974000.0,64195000.0,
LCNB,20075000.0,20974000.0,22128000.0,12628000.0,
LCUT,-3007000.0,20801000.0,-6166000.0,-8412000.0,
LDOS,628000000.0,753000000.0,685000000.0,199000000.0,
LE,,10836000.0,33369000.0,-12530000.0,-130684000.0
LEA,158500000.0,373900000.0,327700000.0,572500000.0,
LECO,206115000.0,276580000.0,472224000.0,545248000.0,
LEE,-1975000.0,22745000.0,-2017000.0,-5267000.0,
LEG,253000000.0,402400000.0,309800000.0,-136800000.0,
LEGH,37995000.0,49871000.0,67773000.0,54460000.0,
LEN,2465036000.0,4430111000.0,4614125000.0,3938511000.0,
