Ticker,2023_MarketCap,Market_Cap_Cat,2023_PE,Gsector,Avg_PE_Gsector,2020_NI,2021_NI,2022_NI,2023_NI,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow
AEO,4865834496,mid-cap,12.800518,Consumer Cyclical,14.47728578458472,,-209274000.0,419629000.0,125136000.0,,-300.5165,-70.1794
AEP,45966041088,large-cap,14.649328,Utilities,17.248461625,2200100000.0,2488100000.0,2307200000.0,2208100000.0,13.0903,-7.2706,-4.2952
AES,12552868864,large-cap,8.545895,Utilities,17.248461625,46000000.0,-409000000.0,-546000000.0,249000000.0,-989.1304,33.4963,-145.6044
AFG,10624732160,large-cap,10.641005,Financial Services,12.598469945390626,732000000.0,1995000000.0,898000000.0,852000000.0,172.541,-54.9875,-5.1225
AFL,48282488832,large-cap,12.200828,Financial Services,12.598469945390626,4778000000.0,4231000000.0,4418000000.0,4659000000.0,-11.4483,4.4198,5.455
AGCO,8595993600,mid-cap,9.164547,Industrials,24.96220287010145,427100000.0,897000000.0,889600000.0,1171400000.0,110.0211,-0.825,31.6772
AGE,27758326,micro-cap,,,,-10865000.0,-8675000.0,-10462000.0,-14803000.0,-20.1565,20.5994,41.493
AGEN,249047952,micro-cap,-0.9163439,Healthcare,9.464358633419952,-180914000.0,-23926000.0,-220074000.0,-245761000.0,-86.7749,819.8111,11.672
AGIO,1870102528,small-cap,-5.6235147,Healthcare,9.464358633419952,-327370000.0,1604715000.0,-231801000.0,-352088000.0,-590.1839,-114.445,51.8924
AGM,1991970304,small-cap,10.300925,Financial Services,12.598469945390626,108648000.0,136089000.0,178144000.0,200003000.0,25.2568,30.9026,12.2704
AGNC,6633963520,mid-cap,4.628191,Real Estate,15.27622651128655,-266000000.0,749000000.0,-1190000000.0,155000000.0,-381.5789,-258.8785,-113.0252
AGO,4304510976,mid-cap,11.50074,Financial Services,12.598469945390626,362000000.0,389000000.0,124000000.0,739000000.0,7.4586,-68.1234,495.9677
AGR,14125936640,large-cap,15.136929,Utilities,17.248461625,581000000.0,707000000.0,881000000.0,786000000.0,21.6867,24.611,-10.7832
AGRX,2934466,micro-cap,0.3890909,Healthcare,9.464358633419952,-51853000.0,-71067000.0,-25412000.0,-14465000.0,37.0548,-64.2422,-43.0781
AGS,346334688,small-cap,18.122448,Consumer Cyclical,14.47728578458472,-85378000.0,-22572000.0,-8035000.0,428000.0,-73.5623,-64.4028,-105.3267
AGX,816106496,small-cap,13.869955,Industrials,24.96220287010145,,23851000.0,38244000.0,33098000.0,,60.3455,-13.4557
AGYS,2299790592,mid-cap,66.338585,Technology,16.56895850996923,,-21001000.0,6478000.0,14582000.0,,-130.8462,125.1003
AHH,937569984,small-cap,-62.29471,Real Estate,15.27622651128655,29152000.0,21892000.0,74747000.0,8287000.0,-24.904,241.4352,-88.9133
AHT,51607032,micro-cap,-0.31161457,Real Estate,15.27622651128655,-543876000.0,-267005000.0,-139825000.0,-178489000.0,-50.907,-47.6321,27.6517
AIG,50795053056,large-cap,9.560203,Financial Services,12.598469945390626,-5944000000.0,10367000000.0,10227000000.0,3643000000.0,-274.4112,-1.3504,-64.3786
AIN,2607302400,mid-cap,18.006369,Consumer Cyclical,14.47728578458472,98589000.0,118478000.0,95762000.0,111120000.0,20.1737,-19.1732,16.0377
AINC,16771119,micro-cap,0.7156662,Financial Services,12.598469945390626,-212365000.0,-9925000.0,3646000.0,-4628000.0,-95.3264,-136.7355,-226.9336
AIR,2449075200,mid-cap,16.781403,Industrials,24.96220287010145,4400000.0,35800000.0,78700000.0,90200000.0,713.6364,119.8324,14.6125
AIRG,54336092,micro-cap,16.164375,Technology,16.56895850996923,-3279000.0,-10087000.0,-8659000.0,-12428000.0,207.6243,-14.1568,43.527
AIRI,23505642,micro-cap,-12.423684,Industrials,24.96220287010145,1096000.0,1627000.0,-1076000.0,-2131000.0,48.4489,-166.134,98.0483
AIRT,72512552,micro-cap,,,,,-7277000.0,10928000.0,-12295000.0,,-250.1718,-212.5092
AIT,7063503360,mid-cap,18.0572,Industrials,24.96220287010145,24042000.0,144757000.0,257414000.0,346739000.0,502.1005,77.8249,34.7009
AIV,1149807232,small-cap,-46.82353,Real Estate,15.27622651128655,-5041000.0,-5910000.0,75726000.0,-166196000.0,17.2386,-1381.3198,-319.4702
AIZ,9099192320,mid-cap,10.323449,Financial Services,12.598469945390626,440800000.0,1361800000.0,276600000.0,642500000.0,208.9383,-79.6886,132.2849
AJG,50930614272,large-cap,20.61474,Financial Services,12.598469945390626,818800000.0,906800000.0,1114200000.0,969500000.0,10.7474,22.8716,-12.9869
AJX,130940352,micro-cap,7.866667,Real Estate,15.27622651128655,28496000.0,41855000.0,-15011000.0,-47071000.0,46.8803,-135.8643,213.5767
AKAM,15509551104,large-cap,13.800819,Technology,16.56895850996923,557054000.0,651642000.0,523672000.0,547629000.0,16.98,-19.6381,4.5748
AKBA,259684112,small-cap,-3.953125,Healthcare,9.464358633419952,-384841000.0,-282024000.0,-94226000.0,-51925000.0,-26.7167,-66.5894,-44.8931
AKR,1911095680,small-cap,48.657146,Real Estate,15.27622651128655,-8976000.0,23548000.0,-35445000.0,19873000.0,-362.344,-250.5223,-156.0671
AKTS,57199600,micro-cap,-1.6764705,Technology,16.56895850996923,-36140000.0,-44156000.0,-59027000.0,-63557000.0,22.1804,33.6783,7.6745
AL,5710343168,mid-cap,9.706215,Industrials,24.96220287010145,516264000.0,436632000.0,-97024000.0,614622000.0,-15.4247,-122.221,-733.4742
ALB,14141783040,large-cap,13.532022,Basic Materials,12.55348140402062,375764000.0,123672000.0,2689816000.0,1573476000.0,-67.0879,2074.9596,-41.5025
ALCO,215896416,micro-cap,60.170216,Consumer Defensive,16.978317663274336,23662000.0,34859000.0,12459000.0,1835000.0,47.3206,-64.2589,-85.2717
ALDX,234687280,micro-cap,-13.862069,Healthcare,9.464358633419952,-37553729.0,-57776274.0,-62024636.0,-37542510.0,53.8496,7.3531,-39.4716
ALE,3414939136,mid-cap,14.2139435,Utilities,17.248461625,174200000.0,169200000.0,189300000.0,247100000.0,-2.8703,11.8794,30.5335
ALEC,506983008,small-cap,-2.9774013,Healthcare,9.464358633419952,-190228000.0,-36329000.0,-133310000.0,-130391000.0,-80.9024,266.952,-2.1896
ALEX,1193051008,small-cap,21.946665,Real Estate,15.27622651128655,5600000.0,35400000.0,-50600000.0,29800000.0,532.1429,-242.9379,-158.8933
ALG,2409582080,mid-cap,14.93988,Industrials,24.96220287010145,57804000.0,80245000.0,101928000.0,136161000.0,38.8226,27.021,33.5855
ALGN,21905897472,large-cap,26.912605,Healthcare,9.464358633419952,1775888000.0,772020000.0,361573000.0,445053000.0,-56.5277,-53.1653,23.088
ALGT,1012238144,small-cap,6.77445,Industrials,24.96220287010145,-184093000.0,151853000.0,2493000.0,117596000.0,-182.4871,-98.3583,4617.0477
ALIM,193318992,micro-cap,18.4625,Healthcare,9.464358633419952,-5339000.0,-4372000.0,-18107000.0,-20132000.0,-18.112,314.1583,11.1835
ALK,5527292928,mid-cap,7.0023847,Industrials,24.96220287010145,-1324000000.0,478000000.0,58000000.0,,-136.1027,-87.8661,
ALKS,4156850944,mid-cap,9.562016,Healthcare,9.464358633419952,-110861000.0,-48169000.0,-158267000.0,355757000.0,-56.5501,228.5661,-324.7828
ALL,44517244928,large-cap,9.984652,Financial Services,12.598469945390626,5576000000.0,1614000000.0,-1289000000.0,-188000000.0,-71.0545,-179.8637,-85.4151
ALLE,10827344896,large-cap,16.342556,Industrials,24.96220287010145,314300000.0,483000000.0,458000000.0,540400000.0,53.6748,-5.176,17.9913
ALLK,92971720,micro-cap,-1.5071428,Healthcare,9.464358633419952,-153480000.0,-269860000.0,-319952000.0,-185701000.0,75.8275,18.5622,-41.9597
ALLO,480465760,small-cap,-1.803125,Healthcare,9.464358633419952,-316381000.0,-182051000.0,-340414000.0,-327265000.0,-42.4583,86.9883,-3.8626
ALLY,11730510848,large-cap,7.206276,Financial Services,12.598469945390626,1085000000.0,3060000000.0,1714000000.0,1020000000.0,182.0276,-43.9869,-40.4901
ALNY,18579591168,large-cap,-83.49716,Healthcare,9.464358633419952,-858281000.0,-852824000.0,-1131156000.0,-440242000.0,-0.6358,32.6365,-61.0803
ALOT,135117792,micro-cap,49.857147,Technology,16.56895850996923,,1284000.0,6429000.0,2661000.0,,400.7009,-58.6094
ALPN,4238158336,mid-cap,-34.208996,Healthcare,9.464358633419952,-27940000.0,-50333000.0,-57762000.0,-32184000.0,80.1467,14.7597,-44.2817
ALRM,3351099392,mid-cap,29.588497,Technology,16.56895850996923,77853000.0,52259000.0,56338000.0,81043000.0,-32.8748,7.8054,43.8514
ALSN,6527623680,mid-cap,8.632912,Consumer Cyclical,14.47728578458472,299000000.0,442000000.0,531000000.0,0.0,47.8261,20.1357,-100.0
ALT,462946304,small-cap,-3.5783782,Healthcare,9.464358633419952,-49044477.0,-97090000.0,-84713000.0,-88447000.0,97.9632,-12.748,4.4078
ALTM,4636424192,mid-cap,13.854839,Basic Materials,12.55348140402062,-16300000.0,600000.0,273500000.0,,-103.681,45483.3333,
ALTR,6824236032,mid-cap,58.014084,Technology,16.56895850996923,-10500000.0,-8794000.0,-43429000.0,-8926000.0,-16.2476,393.8481,-79.4469
ALV,9842664448,mid-cap,10.068808,Consumer Cyclical,14.47728578458472,187000000.0,435000000.0,423000000.0,488000000.0,132.6203,-2.7586,15.3664
ALX,1062316288,small-cap,15.987701,Real Estate,15.27622651128655,41939000.0,132930000.0,57632000.0,102413000.0,216.9603,-56.6449,77.7016
AM,6708499456,mid-cap,14.255102,Energy,12.36454823211009,-122527000.0,331617000.0,326242000.0,0.0,-370.6481,-1.6208,-100.0
AMAL,752386432,small-cap,7.555046,Financial Services,12.598469945390626,46188000.0,52937000.0,81477000.0,87978000.0,14.612,53.9131,7.9789
AMAT,169841000448,large-cap,22.93561,Technology,16.56895850996923,3619000000.0,5888000000.0,6525000000.0,6856000000.0,62.6969,10.8186,5.0728
AMBC,666616512,small-cap,42.17143,Financial Services,12.598469945390626,-437000000.0,-17000000.0,521000000.0,4000000.0,-96.1098,-3164.7059,-99.2322
AMC,820181376,small-cap,-3.711125,Communication Services,11.060910035,-4589100000.0,-1269100000.0,-973600000.0,-396600000.0,-72.3453,-23.2842,-59.2646
AMCX,471771040,small-cap,2.072797,Communication Services,11.060910035,239979000.0,250596000.0,7594000.0,215464000.0,4.4241,-96.9696,2737.2926
AMD,259665215488,mega-cap,31.071566,Technology,16.56895850996923,2490000000.0,3162000000.0,1320000000.0,854000000.0,26.988,-58.2543,-35.303
AME,40912961536,large-cap,23.727638,Industrials,24.96220287010145,872439000.0,990053000.0,1159542000.0,1313188000.0,13.4811,17.1192,13.2506
AMED,3000229632,mid-cap,18.309381,Healthcare,9.464358633419952,183608000.0,209072000.0,118609000.0,-9747000.0,13.8687,-43.2688,-108.2178
AMG,5114170880,mid-cap,6.4021826,Financial Services,12.598469945390626,202200000.0,565700000.0,1145900000.0,672900000.0,179.7725,102.5632,-41.2776
AMGN,147071614976,large-cap,13.9765415,Healthcare,9.464358633419952,7264000000.0,5893000000.0,6552000000.0,6717000000.0,-18.8739,11.1828,2.5183
AMH,15024633856,large-cap,52.188404,Real Estate,15.27622651128655,140374000.0,189092000.0,273138000.0,380168000.0,34.7059,44.4471,39.1853
AMKR,8214192128,mid-cap,14.519315,Technology,16.56895850996923,338138000.0,642995000.0,765823000.0,359813000.0,90.1576,19.1025,-53.0162
AMN,2264785152,mid-cap,13.0711155,Healthcare,9.464358633419952,70665000.0,327388000.0,444050000.0,210679000.0,363.2958,35.6342,-52.5551
AMNB,507722208,small-cap,19.899998,Financial Services,12.598469945390626,30045000.0,43526000.0,34428000.0,26159000.0,44.8694,-20.9024,-24.0182
AMP,41371369472,large-cap,10.849278,Financial Services,12.598469945390626,1534000000.0,3417000000.0,3149000000.0,2556000000.0,122.751,-7.8431,-18.8314
AMPE,249779,micro-cap,-2.4444444,Healthcare,9.464358633419952,-15894000.0,-17075000.0,-16337000.0,-8632000.0,7.4305,-4.3221,-47.1629
AMPH,2046748160,mid-cap,9.870326,Healthcare,9.464358633419952,1403000.0,62116000.0,91386000.0,137545000.0,4327.3699,47.1215,50.5099
AMRC,1094224512,small-cap,10.363861,Industrials,24.96220287010145,54052000.0,70458000.0,94926000.0,62470000.0,30.3523,34.7271,-34.1908
AMRK,932349312,small-cap,7.560297,Financial Services,12.598469945390626,30509000.0,159637000.0,132536000.0,156360000.0,423.2456,-16.9766,17.9755
AMRX,1818925696,small-cap,8.94697,Healthcare,9.464358633419952,91059000.0,10624000.0,-129986000.0,-83993000.0,-88.3328,-1323.5128,-35.383
AMS,20128766,micro-cap,7.5707145,Healthcare,9.464358633419952,-7058000.0,194000.0,1328000.0,610000.0,-102.7487,584.5361,-54.0663
AMSC,448451488,small-cap,310.51752,Industrials,24.96220287010145,,-22678000.0,-19193000.0,-35041000.0,,-15.3673,82.5718
AMSF,862510144,small-cap,18.809128,Financial Services,12.598469945390626,86602000.0,65756000.0,55602000.0,62108000.0,-24.071,-15.4419,11.701
AMSWA,342499232,small-cap,27.026318,Technology,16.56895850996923,,8089000.0,12782000.0,10421000.0,,58.0171,-18.4713
AMT,81169661952,large-cap,23.704206,Real Estate,15.27622651128655,1690600000.0,2567700000.0,1765800000.0,1483300000.0,51.881,-31.2303,-15.9984
AMTD,1751433344,small-cap,,,,146918158.23589,156730639.030733,157801070.710949,,6.6789,0.683,
AMTX,166225056,micro-cap,-7.82,Energy,12.36454823211009,-36659000.0,-47147000.0,-107758000.0,-46420000.0,28.6096,128.5575,-56.922
AMWD,1473216768,small-cap,10.224175,Consumer Cyclical,14.47728578458472,,61193000.0,-29722000.0,93723000.0,,-148.5709,-415.3321
AMZN,1881500942336,mega-cap,36.672066,Consumer Cyclical,14.47728578458472,21331000000.0,33364000000.0,-2722000000.0,30425000000.0,56.4109,-108.1585,-1217.7443
AN,6532837376,mid-cap,8.131868,Consumer Cyclical,14.47728578458472,381600000.0,1373000000.0,1377400000.0,1021100000.0,259.8008,0.3205,-25.8676
ANAB,601009216,small-cap,-3.6946309,Healthcare,9.464358633419952,-19931000.0,-57796000.0,-128724000.0,-163619000.0,189.9804,122.7213,27.1084
ANDE,1911896320,small-cap,14.499999,Consumer Defensive,16.978317663274336,7710000.0,103986000.0,131080000.0,101190000.0,1248.716,26.0554,-22.8029
ANET,82767691776,large-cap,30.84244,Technology,16.56895850996923,634557000.0,840854000.0,1352446000.0,2087321000.0,32.5104,60.842,54.3367
ANF,6342195712,mid-cap,15.462298,Consumer Cyclical,14.47728578458472,,-114021000.0,263010000.0,2816000.0,,-330.668,-98.9293
ANGI,1094940672,small-cap,36.083332,Communication Services,11.060910035,-6283000.0,-71378000.0,-128450000.0,-40940000.0,1036.0497,79.9574,-68.1277
ANGO,227709824,micro-cap,-11.632652,Healthcare,9.464358633419952,-166787000.0,-31548000.0,-26547000.0,-52442000.0,-81.0849,-15.852,97.544
ANIK,384651296,small-cap,63.268295,Healthcare,9.464358633419952,-23982000.0,4134000.0,-14859000.0,-82667000.0,-117.2379,-459.434,456.343
ANIP,1379664512,small-cap,13.12974,Healthcare,9.464358633419952,-22548000.0,-42603000.0,-47896000.0,18779000.0,88.9436,12.424,-139.2079
ANIX,94745592,micro-cap,-6.722223,Healthcare,9.464358633419952,-10018355.0,-12954000.0,-13595000.0,-9811000.0,29.3027,4.9483,-27.8338
ANSS,28844793856,large-cap,30.820728,Technology,16.56895850996923,433887000.0,454627000.0,523710000.0,500412000.0,4.78,15.1955,-4.4486
AON,61641691136,large-cap,16.239317,Financial Services,12.598469945390626,1969000000.0,1255000000.0,2589000000.0,2564000000.0,-36.2621,106.2948,-0.9656
AOS,12333479936,large-cap,19.369265,Industrials,24.96220287010145,344900000.0,487100000.0,235700000.0,556600000.0,41.2293,-51.6116,136.1476
AOSL,626225152,small-cap,27.358025,Technology,16.56895850996923,-6596000.0,58116000.0,453163000.0,12364000.0,-981.0794,679.756,-97.2716
AP,42711256,micro-cap,9.347826,Industrials,24.96220287010145,7970000.0,-3861000.0,3416000.0,-39928000.0,-148.4442,-188.4745,-1268.8525
APA,11891554304,large-cap,5.9981346,Energy,12.36454823211009,-4784000000.0,1135000000.0,3604000000.0,2855000000.0,-123.7249,217.533,-20.7825
APAM,2889239808,mid-cap,11.494445,Financial Services,12.598469945390626,212617000.0,336516000.0,206755000.0,222289000.0,58.2733,-38.5601,7.5132
APD,51303735296,large-cap,17.07297,Basic Materials,12.55348140402062,1886700000.0,2099100000.0,2256100000.0,2300200000.0,11.2578,7.4794,1.9547
APDN,3244880,micro-cap,-0.35188678,Healthcare,9.464358633419952,-13027219.0,-14286442.0,-8267891.0,-9947059.0,9.6661,-42.1277,20.3095
APEI,240721552,micro-cap,14.414584,Consumer Defensive,16.978317663274336,18822000.0,17752000.0,-114993000.0,-47286000.0,-5.6848,-747.7749,-58.8792
APH,73625042944,large-cap,32.196335,Technology,16.56895850996923,1203400000.0,1590800000.0,1902300000.0,1928000000.0,32.1921,19.5813,1.351
APLE,3624284416,mid-cap,17.845238,Real Estate,15.27622651128655,-173207000.0,18828000.0,144805000.0,177489000.0,-110.8702,669.0939,22.571
APLS,4712271872,mid-cap,37.851852,Healthcare,9.464358633419952,-344874000.0,-746354000.0,-652172000.0,-528628000.0,116.4135,-12.6189,-18.9435
APOG,1371733376,small-cap,12.747434,Industrials,24.96220287010145,,15436000.0,3486000.0,104107000.0,,-77.4164,2886.4314
APPF,8588708352,mid-cap,45.470196,Technology,16.56895850996923,158403000.0,1028000.0,-68119000.0,2702000.0,-99.351,-6726.3619,-103.9666
APPN,2772605952,mid-cap,-295.0,Technology,16.56895850996923,-33477000.0,-88641000.0,-150920000.0,-111441000.0,164.7818,70.2598,-26.1589
APPS,195880320,micro-cap,4.269111,Technology,16.56895850996923,,54884000.0,35546000.0,16673000.0,,-35.2343,-53.0946
APT,68886624,micro-cap,5.181035,Industrials,24.96220287010145,26888000.0,6756000.0,3282000.0,4189000.0,-74.8735,-51.421,27.6356
APTV,19341121536,large-cap,9.903632,Consumer Cyclical,14.47728578458472,1804000000.0,590000000.0,594000000.0,2938000000.0,-67.2949,0.678,394.6128
APVO,2630852,micro-cap,-0.0905948,Healthcare,9.464358633419952,-17750000.0,-28457000.0,8027000.0,-17411000.0,60.3211,-128.2075,-316.9054
APYX,47635364,micro-cap,-1.9642857,Healthcare,9.464358633419952,-11896000.0,-15172000.0,-23184000.0,-18713000.0,27.5387,52.8078,-19.2849
AQB,7482276,micro-cap,-0.6257097,Consumer Defensive,16.978317663274336,-16399985.0,-22322588.0,-22157195.0,,36.1135,-0.7409,
AQMS,55480348,micro-cap,-7.002857,Industrials,24.96220287010145,-25762000.0,-18193000.0,-15431000.0,-23938000.0,-29.3805,-15.1817,55.1293
AR,10522371072,large-cap,12.414545,Energy,12.36454823211009,-1267897000.0,-186899000.0,1898771000.0,242919000.0,-85.2591,-1115.9343,-87.2065
ARAY,213708768,micro-cap,16.653847,Healthcare,9.464358633419952,3827000.0,-6311000.0,-5347000.0,-9280000.0,-264.9072,-15.2749,73.5553
