Ticker,2020_NI,2021_NI,2022_NI,2023_NI,2020_Div,2021_Div,2022_Div,2023_Div,2020_2021_Div_Grow,2021_2022_Div_Grow,2022_2023_Div_Grow
COP,-2701000000.0,8079000000.0,18680000000.0,10957000000.0,1.69,1.95,0.46,,0.1538461538461538,-0.7641025641025642,
COR,-3408716000.0,1539932000.0,1698820000.0,1745293000.0,,,,,,,
CORR,-306067579.0,-5402025.0,-12756517.0,,0.9,0.2,0.05,,-0.7777777777777777,-0.7500000000000001,
CORT,106011000.0,112512000.0,101418000.0,106140000.0,,,,,,,
COST,4002000000.0,5007000000.0,5844000000.0,6292000000.0,12.75,2.28,,,-0.8211764705882354,,
COTY,-1006700000.0,-201300000.0,259500000.0,508200000.0,0.125,,,,,,
CPB,1628000000.0,1002000000.0,757000000.0,858000000.0,1.4,1.48,0.37,,0.0571428571428572,-0.7499999999999999,
CPE,-2533621000.0,133561000.0,1019443000.0,401201000.0,,,,,,,
CPF,37273000.0,79894000.0,73928000.0,58669000.0,0.92,0.96,0.26,,0.0434782608695651,-0.7291666666666666,
CPHC,1062014.0,11798153.0,7512946.0,10563249.0,,,0.07,,,,
CPIX,-3339408.0,-3507587.0,-5570241.0,-6279320.0,,,,,,,
CPK,71498000.0,83466000.0,89796000.0,87212000.0,1.725,1.88,,,0.089855072463768,,
CPRI,,-62000000.0,822000000.0,616000000.0,,,,,,,
CPRT,699907000.0,936495000.0,1090130000.0,1237741000.0,,,,,,,
CPRX,74983000.0,39482000.0,83079000.0,71410000.0,,,,,,,
CPS,-267605000.0,-322835000.0,-215384000.0,-201985000.0,,,,,,,
CPSH,908064.0,3215877.0,2131400.0,1370296.0,,,,,,,
CPSI,14246000.0,18430000.0,15867000.0,-45789000.0,0.3,,,,,,
CPSS,21677000.0,47524000.0,85983000.0,45343000.0,,,,,,,
CPT,123911000.0,303907000.0,653613000.0,403309000.0,3.32,3.32,,,0.0,,
CR,181000000.0,435400000.0,401100000.0,255900000.0,,,,,,,
CRAI,24507000.0,41679000.0,43619000.0,38481000.0,0.95,0.52,,,-0.4526315789473684,,
CRBP,-111269380.0,-45640426.0,-42346903.0,-44603316.0,,,,,,,
CRC,0.0,612000000.0,524000000.0,564000000.0,,,,,,,
CRI,109717000.0,339748000.0,250038000.0,232500000.0,0.6,1.4,,,1.3333333333333333,,
CRIS,-29908000.0,-45436000.0,-56672000.0,-47413000.0,,,,,,,
CRK,-52417000.0,-241725000.0,1140882000.0,211894000.0,,,,,,,
CRL,364304000.0,390982000.0,486226000.0,474624000.0,,,,,,,
CRM,,4072000000.0,1444000000.0,208000000.0,,,,,,,
CRMD,-22027683.0,-28210226.0,-29701705.0,-46339227.0,,,,,,,
CRMT,,104820000.0,95014000.0,20432000.0,,,,,,,
CRNX,-73812000.0,-107641000.0,-163918000.0,-214529000.0,,,,,,,
CROX,312861000.0,725694000.0,540159000.0,792566000.0,,,,,,,
CRS,1500000.0,-229600000.0,-49100000.0,56400000.0,0.8,0.8,0.8,0.8,0.0,0.0,0.0
CRUS,,217344000.0,326355000.0,176703000.0,,,,,,,
CRVL,,46356000.0,66410000.0,66365000.0,,,,,,,
CRVS,-5995000.0,-43241000.0,-41307000.0,-27029000.0,,,,,,,
CRWS,,6081000.0,9918000.0,5650000.0,0.49,0.16,,,-0.673469387755102,,
CSCO,11214000000.0,10591000000.0,11812000000.0,12613000000.0,1.43,1.1,,,-0.2307692307692306,,
CSGP,227128000.0,292600000.0,369500000.0,374700000.0,,,,,,,
CSGS,58711000.0,72331000.0,44060000.0,66246000.0,0.94,0.5,,,-0.4680851063829787,,
CSL,320100000.0,421700000.0,924000000.0,767400000.0,2.05,2.13,0.54,,0.0390243902439024,-0.7464788732394366,
CSPI,-1446000.0,699000.0,1889000.0,5204000.0,0.15,,,,,,
CSTR,24696000.0,48677000.0,39017000.0,29804000.0,0.2,0.11,,,-0.45,,
CSV,16090000.0,33159000.0,41381000.0,33413000.0,0.3375,0.4125,0.1125,,0.222222222222222,-0.7272727272727273,
CSWI,,40099000.0,66385000.0,96435000.0,0.54,0.435,,,-0.1944444444444445,,
CSX,2765000000.0,3781000000.0,4166000000.0,3715000000.0,0.34668,0.18666,,,-0.4615784008307372,,
CTAS,876037000.0,1110968000.0,1235757000.0,1348010000.0,3.51,1.5,,,-0.5726495726495726,,
CTBI,59504000.0,87939000.0,81814000.0,78004000.0,1.53,0.77,,,-0.4967320261437908,,
CTHR,-6162083.0,12810766.0,2373915.0,-19580794.0,,,,,,,
CTLT,221000000.0,585000000.0,499000000.0,-256000000.0,,,,,,,
CTMX,-64820000.0,-115870000.0,-99317000.0,-569000.0,,,,,,,
CTO,78509000.0,29940000.0,3158000.0,5530000.0,2.9901600000000004,4.0,,,0.3377210584049012,,
CTRE,80867000.0,71982000.0,-7506000.0,53735000.0,1.0,0.53,,,-0.47,,
CTRN,,23978000.0,62240000.0,58892000.0,0.08,,,,,,
CTS,34686000.0,-41866000.0,59575000.0,60532000.0,0.16,0.16,,,0.0,,
CTSH,1392000000.0,2137000000.0,2290000000.0,2126000000.0,0.88,0.48,,,-0.4545454545454546,,
CTSO,-7837188.0,-24558648.0,-32812583.0,-28507394.0,,,,,,,
CUBE,165621000.0,223482000.0,291263000.0,410757000.0,1.33,1.4500000000000002,,,0.0902255639097745,,
CUBI,132578000.0,314647000.0,228034000.0,250143000.0,,,,,,,
CUE,-44784921.0,-44161175.0,-53010000.0,-50733000.0,,,,,,,
CULP,,3218000.0,-3211000.0,-31520000.0,0.42,0.44,0.115,,0.0476190476190476,-0.7386363636363636,
CURO,75733000.0,59334000.0,-185484000.0,,0.22,0.385,0.11,,0.75,-0.7142857142857143,
CUTR,-23877000.0,2062000.0,-82340000.0,,,,,,,,
CUZ,237278000.0,278586000.0,166793000.0,82963000.0,1.49,0.93,1.27,1.28,-0.3758389261744966,0.3655913978494623,0.0078740157480315
CVBF,177159000.0,212521000.0,235425000.0,221435000.0,0.8999999999999999,0.36,,,-0.6,,
CVCO,,76646000.0,197699000.0,240554000.0,,,,,,,
CVCY,20347000.0,28401000.0,26645000.0,25536000.0,0.44,0.2299999999999999,,,-0.4772727272727275,,
CVGI,-37049000.0,23732000.0,-21971000.0,49411000.0,,,,,,,
CVGW,-13625000.0,-11818000.0,-6249000.0,-8344000.0,1.15,,,,,,
CVI,-256000000.0,25000000.0,463000000.0,769000000.0,1.2000000000000002,2.4,,,0.9999999999999996,,
CVLT,,-30954000.0,33624000.0,-35774000.0,,,,,,,
CVLY,8442000.0,14659000.0,20092000.0,24973000.0,0.52,0.32,0.15,,-0.3846153846153846,-0.53125,
CVM,-30255244.0,-36361109.0,-36700681.0,-32194303.0,,,,,,,
CVNA,-171000000.0,-135000000.0,-1587000000.0,450000000.0,,,,,,,
CVR,50450.0,1113472.0,2867629.0,-4401584.0,0.52,0.88,0.22,,0.6923076923076923,-0.75,
CVS,7179000000.0,8001000000.0,4311000000.0,8344000000.0,2.0,2.0,0.55,,0.0,-0.725,
CVU,-3654753.0,6820373.0,9176225.0,17201204.0,,,,,,,
CVV,-6074952.0,4747000.0,-224000.0,-4180000.0,,,,,,,
CVX,-5543000000.0,15625000000.0,35465000000.0,21369000000.0,5.16,5.3100000000000005,1.42,,0.0290697674418605,-0.7325800376647834,
CW,201392000.0,262829000.0,294348000.0,354509000.0,0.68,0.71,,,0.0441176470588234,,
CWBC,20347000.0,28401000.0,26645000.0,25536000.0,0.195,0.27,0.07,,0.3846153846153846,-0.7407407407407407,
CWBR,-16264961.0,-15475776.0,-12175208.0,,,,,,,,
CWEN,25000000.0,51000000.0,582000000.0,79000000.0,1.0505,1.3275,0.3468,,0.2636839600190385,-0.7387570621468926,
CWH,122345000.0,278461000.0,136947000.0,31044000.0,1.3062,1.54,,,0.1789924973204716,,
CWST,91106000.0,41100000.0,53079000.0,25399000.0,,,,,,,
CWT,96831000.0,101125000.0,96011000.0,51911000.0,0.851,0.92,0.25,,0.0810810810810811,-0.7282608695652174,
CXW,55338000.0,-51896000.0,122320000.0,67590000.0,0.88,,,,,,
CYAN,,920000.0,2154000.0,-3440000.0,,,,,,,
CYCC,-8445000.0,-18457000.0,-21198000.0,-22555000.0,,,,,,,
CYH,511000000.0,230000000.0,46000000.0,-133000000.0,,,,,,,
CYRX,-32693000.0,-275528000.0,-37333000.0,-99587000.0,,,,,,,
CYTK,-127290000.0,-215314000.0,-388955000.0,-526244000.0,,,,,,,
CZNC,19222000.0,30554000.0,26618000.0,24148000.0,1.08,0.8300000000000001,,,-0.2314814814814814,,
CZR,-1757000000.0,-1019000000.0,-899000000.0,786000000.0,,,,,,,
CZWI,12725000.0,21266000.0,17761000.0,13059000.0,0.21,0.23,0.26,,0.0952380952380953,0.1304347826086956,
D,-401000000.0,3399000000.0,1321000000.0,1994000000.0,3.45,2.52,0.6675,,-0.2695652173913044,-0.7351190476190477,
DAIO,-3964000.0,-555000.0,-1120000.0,486000.0,,,,,,,
DAKT,,10926000.0,592000.0,6802000.0,0.05,,,,,,
DAL,-12385000000.0,280000000.0,1318000000.0,4609000000.0,0.403,,,,,,
DAN,-31000000.0,197000000.0,-242000000.0,38000000.0,0.1,0.4,0.1,,3.0000000000000004,-0.7500000000000001,
DAR,296819000.0,650914000.0,737690000.0,647726000.0,,,,,,,
DARE,-27400743.0,-38696105.0,-30947738.0,-30161391.0,,,,,,,
DBD,-269100000.0,-78800000.0,-581400000.0,,,,,,,,
DBI,,-488719000.0,154481000.0,162676000.0,0.1,,,,,,
DBX,-256300000.0,335800000.0,553200000.0,453600000.0,,,,,,,
DCI,257000000.0,286900000.0,332800000.0,358800000.0,0.84,0.87,0.22,,0.0357142857142857,-0.7471264367816092,
DCO,29174000.0,135536000.0,28789000.0,15928000.0,,,,,,,
DCOM,42318000.0,103996000.0,152556000.0,96094000.0,0.8,0.72,,,-0.1,,
DCPH,-266489000.0,-299964000.0,-178931000.0,-194942000.0,,,,,,,
DD,-2951000000.0,6467000000.0,5868000000.0,423000000.0,1.2,1.2,0.33,,0.0,-0.725,
DDD,-149594000.0,322052000.0,-122711000.0,,,,,,,,
DDS,,-71654000.0,862473000.0,891637000.0,0.6,15.7,,,25.166666666666668,,
DE,2751000000.0,5963000000.0,7131000000.0,10166000000.0,3.04,3.9,,,0.2828947368421052,,
DEA,11961000.0,30058000.0,31474000.0,18804000.0,1.04,1.05,,,0.0096153846153846,,
DECK,,382575000.0,451949000.0,516822000.0,,,,,,,
DEI,50421000.0,65267000.0,97145000.0,-42706000.0,1.12,1.12,,,0.0,,
DELL,,3250000000.0,5563000000.0,2442000000.0,,,,,,,
DENN,-5116000.0,78073000.0,74712000.0,19945000.0,,,,,,,
DFIN,-25900000.0,145900000.0,102500000.0,82200000.0,,,,,,,
DFS,1141000000.0,5422000000.0,4374000000.0,2940000000.0,1.76,1.88,0.5,,0.0681818181818181,-0.7340425531914894,
DG,,2655050000.0,2399232000.0,2415989000.0,1.4,1.62,0.42,,0.1571428571428573,-0.7407407407407408,
DGICA,52815252.0,25254174.0,-1959405.0,4425504.0,0.595,0.47,,,-0.2100840336134453,,
DGII,8411000.0,10366000.0,19383000.0,24770000.0,,,,,,,
DGLY,-2625881.0,25474508.0,-19281691.0,-25688547.0,,,,,,,
DGX,1431000000.0,1995000000.0,946000000.0,854000000.0,2.21,2.42,0.62,,0.0950226244343891,-0.743801652892562,
DHI,2373700000.0,4175800000.0,5857500000.0,4745700000.0,0.725,0.8250000000000001,0.225,,0.1379310344827587,-0.7272727272727273,
DHIL,38660545.0,74200609.0,40434107.0,42226422.0,12.0,2.0,,,-0.8333333333333334,,
DHR,3646000000.0,6433000000.0,7209000000.0,4764000000.0,0.72,0.84,,,0.1666666666666666,,
DHX,-30015000.0,-29742000.0,4176000.0,3491000.0,,,,,,,
DIN,-103994000.0,97864000.0,81111000.0,97176000.0,0.76,0.4,,,-0.4736842105263157,,
DIOD,98088000.0,228763000.0,331283000.0,227182000.0,,,,,,,
DIS,-2864000000.0,1995000000.0,3145000000.0,2354000000.0,,,,,,,
DIT,5542590.0,15545265.0,16672257.0,11596393.0,6.0,5.72,0.18,,-0.0466666666666667,-0.9685314685314684,
DJCO,4041000.0,112900000.0,-75624000.0,21452000.0,,,,,,,
DK,-611400000.0,-128300000.0,257100000.0,19800000.0,0.93,,,,,,
DKS,,530251000.0,1519871000.0,1043138000.0,1.251,6.6625,,,4.325739408473222,,
DLA,-10577000.0,20296000.0,19740000.0,-33213000.0,,,,,,,
DLB,231363000.0,310227000.0,184087000.0,200656000.0,0.88,0.91,0.25,,0.0340909090909091,-0.7252747252747253,
DLHC,7114000.0,10145000.0,23288000.0,1461000.0,,,,,,,
DLR,356398000.0,1709259000.0,377684000.0,948838000.0,4.48,4.64,,,0.0357142857142855,,
DLTH,,13577000.0,29702000.0,2304000.0,,,,,,,
DLTR,,1341900000.0,1327900000.0,1615400000.0,,,,,,,
DLX,5244000.0,62633000.0,65395000.0,26120000.0,1.2,1.2,0.3,,0.0,-0.75,
DMRC,-32537000.0,-34759000.0,-59798000.0,-45959000.0,,,,,,,
DNLI,71136000.0,-290581000.0,-325991000.0,-145224000.0,,,,,,,
DNOW,-427000000.0,5000000.0,128000000.0,247000000.0,,,,,,,
DOC,413563000.0,505540000.0,500449000.0,306009000.0,0.92,0.92,0.23,,0.0,-0.75,
DOCU,,-243267000.0,-69976000.0,-97454000.0,,,,,,,
DOMO,,-84634000.0,-102111000.0,-105551000.0,,,,,,,
DOOR,69037000.0,94501000.0,214233000.0,118227000.0,,,,,,,
DORM,106870000.0,131532000.0,121549000.0,129259000.0,,,,,,,
DOV,683451000.0,1123818000.0,1065376000.0,1056828000.0,1.97,1.99,0.5,,0.0101522842639594,-0.7487437185929648,
DOW,1225000000.0,6311000000.0,4582000000.0,589000000.0,2.8,2.8,0.7,,0.0,-0.7499999999999999,
DPZ,491296000.0,510467000.0,452263000.0,519118000.0,3.12,3.76,,,0.205128205128205,,
DRH,-394375000.0,-194584000.0,109328000.0,86340000.0,,,,,,,
DRI,-52400000.0,629300000.0,952800000.0,981900000.0,1.18,3.45,1.1,,1.9237288135593225,-0.6811594202898551,
DRQ,-30768000.0,-128493000.0,-1624000.0,604000.0,,,,,,,
DRRX,-582000.0,-36265000.0,-35333000.0,-27624000.0,,,,,,,
DSKE,4100000.0,56000000.0,50200000.0,-17700000.0,,,,,,,
DSS,1899000.0,-33119000.0,-59840000.0,-80606000.0,,,,,,,
DTE,1368000000.0,907000000.0,1083000000.0,1397000000.0,3.50979,3.5568,,,0.0133939637414203,,
DUK,1377000000.0,3908000000.0,2550000000.0,2841000000.0,3.82,3.9,0.985,,0.0209424083769633,-0.7474358974358974,
DVA,773642000.0,978450000.0,560400000.0,691535000.0,,,,,,,
DVAX,-75240000.0,76713000.0,293156000.0,-6389000.0,,,,,,,
DVN,-2680000000.0,2813000000.0,6015000000.0,3747000000.0,0.68,1.53,,,1.2499999999999998,,
DWSN,-13196000.0,-29091000.0,-20451000.0,,,,,,,,
DX,177530000.0,102261000.0,143161000.0,-6130000.0,1.66,1.56,0.26,,-0.0602409638554216,-0.8333333333333334,
DXC,,-149000000.0,718000000.0,-568000000.0,0.21,,,,,,
DXCM,493600000.0,216900000.0,341200000.0,541500000.0,,,,,,,
DXLG,,-64538000.0,56713000.0,89123000.0,,,,,,,
DXPE,-29269000.0,16496000.0,48155000.0,68812000.0,,,,,,,
DXYN,-9208000.0,1616000.0,-35079000.0,-2718000.0,,,,,,,
DY,,34337000.0,48574000.0,142213000.0,,,,,,,
DZSI,-23082000.0,-34683000.0,-37431000.0,,,,,,,,
EA,,837000000.0,789000000.0,802000000.0,0.17,0.34,,,1.0,,
EAF,434374000.0,388330000.0,382962000.0,0.0,0.115,0.04,0.01,,-0.6521739130434784,-0.75,
EARN,20112000.0,-6309000.0,-30198000.0,4559000.0,1.12,1.18,0.2,,0.0535714285714284,-0.8305084745762712,
EAT,24400000.0,131600000.0,117600000.0,102600000.0,0.38,,,,,,
EB,-224718000.0,-139080000.0,-55384000.0,-26479000.0,,,,,,,
EBAY,5667000000.0,13608000000.0,-1269000000.0,2767000000.0,0.64,0.36,,,-0.4375,,
EBF,,24094000.0,28982000.0,47300000.0,0.9,0.95,0.25,,0.0555555555555554,-0.7368421052631579,
EBMT,21206000.0,14419000.0,10701000.0,10056000.0,0.385,0.4455,0.125,,0.1571428571428571,-0.7194163860830528,
EBS,305800000.0,219500000.0,-211600000.0,-760500000.0,,,,,,,
EBTC,31456000.0,42171000.0,42716000.0,38058000.0,0.7,0.37,,,-0.4714285714285714,,
ECL,-1205100000.0,1129900000.0,1091700000.0,1372300000.0,1.89,1.95,,,0.0317460317460317,,
ECPG,211848000.0,350782000.0,194564000.0,-206492000.0,,,,,,,
ED,1101000000.0,1346000000.0,1660000000.0,2519000000.0,3.06,3.1,0.79,,0.0130718954248366,-0.7451612903225806,
EDIT,-115976000.0,-192502000.0,-220432000.0,-153219000.0,,,,,,,
EDUC,,12624000.0,8306800.0,-2504900.0,0.27,0.4,0.1,,0.4814814814814814,-0.7500000000000001,
EE,38753000.0,41118000.0,26273000.0,30412000.0,,,,,,,
EEFT,-3399000.0,70700000.0,231000000.0,279700000.0,,,,,,,
EEX,-633600000.0,-79700000.0,130800000.0,-8200000.0,0.075,,,,,,
EFC,25008000.0,133463000.0,-70047000.0,84084000.0,1.26,1.64,0.3,,0.3015873015873015,-0.8170731707317073,
EFOI,-5981000.0,-7886000.0,-10279000.0,-4293000.0,,,,,,,
EFSC,74384000.0,133055000.0,203043000.0,194059000.0,0.72,0.36,,,-0.5,,
EFX,520100000.0,744200000.0,696200000.0,545300000.0,1.56,1.56,0.39,,0.0,-0.7499999999999999,
EGAN,7208000.0,6959000.0,-2441000.0,2109000.0,,,,,,,
EGBN,132217000.0,176691000.0,140930000.0,100534000.0,0.88,0.82,,,-0.0681818181818182,,
EGHT,,-165585000.0,-175383000.0,-73143000.0,,,,,,,
EGLE,-35063000.0,184898000.0,248009000.0,22728000.0,,,,,,,
EGP,108363000.0,157557000.0,186182000.0,200491000.0,3.08,3.58,,,0.1623376623376623,,
EGRX,11989000.0,-8627000.0,35642000.0,,,,,,,,
EGY,-48181000.0,81836000.0,51890000.0,60354000.0,,,0.0325,,,,
EHC,284200000.0,412200000.0,271000000.0,352000000.0,1.4,1.12,,,-0.1999999999999998,,
EHTH,45450000.0,-104375000.0,-88722000.0,-28214000.0,,,,,,,
EIG,119800000.0,119300000.0,48400000.0,118100000.0,1.0,1.0,0.25,,0.0,-0.75,
EIGR,-65051000.0,-33917000.0,-96776000.0,-74963000.0,,,,,,,
EIX,871000000.0,925000000.0,824000000.0,1407000000.0,2.576,2.6875,,,0.0432841614906832,,
EKSO,-15825000.0,-9764000.0,-15080000.0,-15198000.0,,,,,,,
EL,684000000.0,2870000000.0,2390000000.0,1006000000.0,1.49,2.19,0.6,,0.4697986577181208,-0.7260273972602739,
ELAN,-574000000.0,-483000000.0,-78000000.0,-1231000000.0,,,,,,,
ELF,,6232000.0,21770000.0,61530000.0,,,,,,,
ELMD,4161000.0,2362000.0,2305000.0,3166000.0,,,,,,,
ELOX,-34577000.0,-66727000.0,-36065000.0,,,,,,,,
ELS,228284000.0,262478000.0,284627000.0,314207000.0,1.371,1.4505,,,0.0579868708971552,,
ELSE,-124000.0,410000.0,100000.0,275000.0,,,,,,,
EME,132943000.0,383532000.0,406122000.0,632994000.0,0.32,0.52,0.13,,0.625,-0.75,
EMKR,-7000000.0,25643000.0,-24333000.0,-75359000.0,,,,,,,
EML,5405522.0,9349171.0,12301918.0,8585002.0,0.44,0.44,0.11,,0.0,-0.75,
EMN,478000000.0,857000000.0,793000000.0,894000000.0,2.67,2.83,,,0.0599250936329588,,
EMR,1965000000.0,2303000000.0,3231000000.0,13219000000.0,2.005,2.03,0.515,,0.0124688279301745,-0.7463054187192117,
ENG,-625000.0,-5685000.0,-18514000.0,-15153000.0,,,,,,,
ENPH,133995000.0,145449000.0,397362000.0,438936000.0,,,,,,,
ENR,-93300000.0,160900000.0,-231500000.0,140500000.0,1.2,1.2,0.3,,0.0,-0.75,
ENS,,143374000.0,143911000.0,175810000.0,0.7,0.7,,,0.0,,
ENSG,170478000.0,194652000.0,224681000.0,209399000.0,0.203,0.106,,,-0.4778325123152709,,
ENSV,-2509000.0,-8052000.0,-5575000.0,-8517000.0,,,,,,,
ENTA,-36168000.0,-78996000.0,-121755000.0,-133816000.0,,,,,,,
ENTG,294969000.0,409126000.0,208920000.0,180669000.0,0.32,0.24,,,-0.25,,
ENV,-3110000.0,13296000.0,-80939000.0,-238724000.0,,,,,,,
ENVA,377844000.0,256295000.0,207424000.0,175121000.0,,,,,,,
ENZ,-28520000.0,7875000.0,-18261000.0,20288000.0,,,,,,,
EOG,-605000000.0,4664000000.0,7759000000.0,7594000000.0,1.413,4.613,0.75,,2.264685067232838,-0.8374159982657706,
EOLS,-163013000.0,-46810000.0,-74412000.0,-61685000.0,,,,,,,
EPAM,327160000.0,481652000.0,419416000.0,417083000.0,,,,,,,
EPC,67600000.0,117800000.0,99500000.0,114700000.0,0.15,0.6,,,3.0,,
EPM,5937072.0,-16438000.0,32628000.0,35217000.0,0.175,0.2299999999999999,,,0.3142857142857138,,
EPR,-131728000.0,98606000.0,176229000.0,173046000.0,1.516,1.5,0.5,,-0.0105540897097625,-0.6666666666666666,
EPRT,42273000.0,95725000.0,134130000.0,190707000.0,0.93,1.0,,,0.075268817204301,,
EQBK,-74970000.0,52480000.0,57688000.0,7821000.0,,,,,,,
EQC,451294000.0,-16396000.0,37263000.0,91164000.0,3.5,,,,,,
EQH,-648000000.0,1755000000.0,2153000000.0,1302000000.0,0.66,0.71,0.18,,0.0757575757575756,-0.7464788732394367,
EQIX,369777000.0,500191000.0,704345000.0,969178000.0,10.64,5.74,,,-0.4605263157894737,,
EQR,913636000.0,1332850000.0,776911000.0,835438000.0,2.411,2.4105,,,-0.0002073828287018,,
EQT,-958799000.0,-1142747000.0,1770965000.0,1735232000.0,0.03,,0.125,,,,
ERIE,293304000.0,297860000.0,298569000.0,446061000.0,5.859999999999999,3.1049999999999995,,,-0.470136518771331,,
ERII,26387000.0,14269000.0,24049000.0,21504000.0,,,,,,,
ES,1205167000.0,1220527000.0,1404875000.0,-442240000.0,2.271,2.4105,0.6375,,0.0614266842800528,-0.7355320472930927,
ESCA,25934000.0,24405000.0,17989000.0,9829000.0,0.53,0.56,,,0.0566037735849057,,
ESE,99411000.0,63496000.0,82320000.0,92545000.0,0.32,0.24,0.08,,-0.25,-0.6666666666666666,
ESGR,1759000000.0,538000000.0,-870000000.0,1118000000.0,,,,,,,
ESNT,413041000.0,681783000.0,831353000.0,696386000.0,0.64,0.7,,,0.0937499999999999,,
ESP,1163668.0,-181543.0,1265127.0,3677131.0,1.0,,,,,,
ESPR,-143551000.0,-269108000.0,-233659000.0,-209248000.0,,,,,,,
ESRT,-12515000.0,-6510000.0,40643000.0,53245000.0,0.21,0.105,,,-0.5,,
ESS,568870000.0,488554000.0,408315000.0,405825000.0,8.311,8.36,,,0.0058958007459992,,
ESSA,14416000.0,16424000.0,20070000.0,18576000.0,0.44,0.24,,,-0.4545454545454546,,
ESTC,,-129434000.0,-203848000.0,-236161000.0,,,,,,,
ETN,1410000000.0,2144000000.0,2462000000.0,3218000000.0,2.92,3.04,,,0.0410958904109589,,
ETR,1406653000.0,1118719000.0,1097138000.0,2362310000.0,3.74,3.86,1.01,,0.0320855614973261,-0.7383419689119171,
ETRN,423132000.0,-1411820000.0,-269342000.0,445229000.0,0.9,0.6,0.15,,-0.3333333333333333,-0.75,
ETSY,349246000.0,493507000.0,-694288000.0,307568000.0,,,,,,,
EVBG,-93396000.0,-94796000.0,-61174000.0,-47305000.0,,,,,,,
EVBN,11246000.0,24043000.0,22389000.0,24524000.0,1.16,1.2,,,0.0344827586206896,,
EVC,-3910000.0,29292000.0,18119000.0,-15437000.0,0.125,0.1,,,-0.1999999999999999,,
EVER,-11202000.0,-19434000.0,-24416000.0,-51287000.0,,,,,,,
EVFM,-142309000.0,-205192000.0,-76698000.0,52979000.0,,,,,,,
EVH,-334246000.0,-37601000.0,-19164000.0,-113040000.0,,,,,,,
EVI,775000.0,8384000.0,4095000.0,9719000.0,,,,,,,
EVOK,-13154671.0,-8537952.0,-8224130.0,-7792295.0,,,,,,,
EVOL,643000.0,17445000.0,,,,,,,,,
EVR,350574000.0,740116000.0,476520000.0,255479000.0,2.35,2.6500000000000004,0.68,,0.1276595744680852,-0.7433962264150943,
EVRG,618300000.0,879700000.0,752700000.0,731300000.0,2.05,2.1775,,,0.0621951219512197,,
EVRI,-81680000.0,152925000.0,120489000.0,83997000.0,,,,,,,
EVTC,104436000.0,161130000.0,239009000.0,79722000.0,0.2,0.2,0.05,,0.0,-0.7500000000000001,
EW,823400000.0,1503100000.0,1521900000.0,1402400000.0,,,,,,,
EWBC,567797000.0,872981000.0,1128083000.0,1161161000.0,1.1,0.99,,,-0.1,,
EXAS,-823605000.0,-595625000.0,-623506000.0,-204149000.0,,,,,,,
EXC,1963000000.0,1706000000.0,2170000000.0,2328000000.0,1.532,0.766,,,-0.5,,
EXEL,111781000.0,231063000.0,182282000.0,207765000.0,,,,,,,
EXLS,89476000.0,114758000.0,142968000.0,184558000.0,,,,,,,
EXP,,339444000.0,374247000.0,461540000.0,0.1,0.75,,,6.5,,
EXPD,696140000.0,1415492000.0,1357399000.0,752883000.0,1.04,0.58,,,-0.4423076923076923,,
EXPE,-2612000000.0,12000000.0,352000000.0,797000000.0,0.34,,,,,,
EXPI,31131000.0,81220000.0,15442000.0,-8973000.0,,0.08,,,,,
EXPO,82552000.0,101202000.0,102330000.0,100339000.0,0.76,0.4,,,-0.4736842105263157,,
EXPR,,-405449000.0,-14436000.0,293834000.0,,,,,,,
EXR,481779000.0,827649000.0,860688000.0,803198000.0,3.6,4.5,,,0.2499999999999999,,
EXTR,-126845000.0,1936000.0,44271000.0,78074000.0,,,,,,,
EYE,36277000.0,128244000.0,42122000.0,-65901000.0,,,,,,,
EYPT,-45394000.0,-58417000.0,-102254000.0,-70795000.0,,,,,,,
EZPW,-68463000.0,8612000.0,50160000.0,38463000.0,,,,,,,
F,-1279000000.0,17937000000.0,-1981000000.0,4347000000.0,0.15,0.1,0.1,,-0.3333333333333332,0.0,
FAF,696000000.0,1241100000.0,263000000.0,216800000.0,1.78,1.94,,,0.0898876404494381,,
FANG,-4517000000.0,2182000000.0,4386000000.0,3143000000.0,1.5,0.8,,,-0.4666666666666666,,
FARM,-37087000.0,-41651000.0,-15661000.0,-79180000.0,,,,,,,
FARO,629000.0,-39964000.0,-26756000.0,-56577000.0,,,,,,,
FAST,859100000.0,925000000.0,1086900000.0,1155000000.0,1.4,0.8400000000000001,,,-0.3999999999999999,,
FATE,-173387000.0,-212151000.0,-281721000.0,-160928000.0,,,,,,,
FBIO,-46526000.0,-64703000.0,-86575000.0,-60637000.0,,,,,,,
FBIZ,16978000.0,35755000.0,40858000.0,37027000.0,0.66,0.36,,,-0.4545454545454546,,
FBK,63621000.0,190285000.0,124555000.0,120224000.0,0.36,0.44,0.13,,0.2222222222222222,-0.7045454545454546,
FBMS,52505000.0,64167000.0,62919000.0,75457000.0,0.42,0.5800000000000001,0.17,,0.3809523809523811,-0.7068965517241379,
FBNC,81477000.0,95644000.0,146936000.0,104131000.0,0.72,0.4,,,-0.4444444444444444,,
FBP,102273000.0,281025000.0,305072000.0,302864000.0,0.2,0.31,0.1,,0.5499999999999999,-0.6774193548387096,
FC,-9435000.0,13623000.0,18430000.0,17781000.0,,,,,,,
FCAP,10131000.0,11424000.0,11902000.0,12790000.0,0.96,0.52,,,-0.4583333333333333,,
